Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_7,2023,Santé,5177571.31,Récession,Allocation de 5177571.31$ à Santé en raison du contexte récession.
Entité_2,2023,Transport,3098591.0,Croissance,Allocation de 3098591.0$ à Transport en raison du contexte croissance.
Entité_6,2019,Loisirs,782972.98,Stable,Allocation de 782972.98$ à Loisirs en raison du contexte stable.
Entité_5,2020,Éducation,2889452.23,Croissance,Allocation de 2889452.23$ à Éducation en raison du contexte croissance.
Entité_6,2021,Éducation,4509127.64,Croissance,Allocation de 4509127.64$ à Éducation en raison du contexte croissance.
Entité_5,2019,Loisirs,933476.55,Stable,Allocation de 933476.55$ à Loisirs en raison du contexte stable.
Entité_1,2019,Transport,3986214.3,Croissance,Allocation de 3986214.3$ à Transport en raison du contexte croissance.
Entité_1,2020,Développement économique,3809243.2,Croissance,Allocation de 3809243.2$ à Développement économique en raison du contexte croissance.
Entité_1,2019,Administration,2000584.73,Récession,Allocation de 2000584.73$ à Administration en raison du contexte récession.
Entité_8,2023,Transport,2392182.29,Récession,Allocation de 2392182.29$ à Transport en raison du contexte récession.
Entité_10,2019,Éducation,5193614.3,Stable,Allocation de 5193614.3$ à Éducation en raison du contexte stable.
Entité_7,2021,Administration,2099133.19,Stable,Allocation de 2099133.19$ à Administration en raison du contexte stable.
Entité_9,2019,Environnement,1558011.95,Croissance,Allocation de 1558011.95$ à Environnement en raison du contexte croissance.
Entité_9,2023,Sécurité,1898377.52,Croissance,Allocation de 1898377.52$ à Sécurité en raison du contexte croissance.
Entité_9,2019,Santé,4682030.43,Stable,Allocation de 4682030.43$ à Santé en raison du contexte stable.
Entité_2,2020,Logement,2844133.37,Croissance,Allocation de 2844133.37$ à Logement en raison du contexte croissance.
Entité_1,2021,Développement économique,2784991.56,Croissance,Allocation de 2784991.56$ à Développement économique en raison du contexte croissance.
Entité_5,2020,Administration,2650172.74,Stable,Allocation de 2650172.74$ à Administration en raison du contexte stable.
Entité_2,2022,Logement,3203763.23,Croissance,Allocation de 3203763.23$ à Logement en raison du contexte croissance.
Entité_9,2020,Culture,929187.69,Stable,Allocation de 929187.69$ à Culture en raison du contexte stable.
Entité_3,2020,Développement économique,2895294.8,Récession,Allocation de 2895294.8$ à Développement économique en raison du contexte récession.
Entité_10,2023,Loisirs,477567.04,Récession,Allocation de 477567.04$ à Loisirs en raison du contexte récession.
Entité_7,2021,Sécurité,1499434.45,Récession,Allocation de 1499434.45$ à Sécurité en raison du contexte récession.
Entité_9,2019,Culture,1145982.3,Récession,Allocation de 1145982.3$ à Culture en raison du contexte récession.
Entité_7,2022,Loisirs,850454.7,Stable,Allocation de 850454.7$ à Loisirs en raison du contexte stable.
Entité_5,2022,Environnement,1648096.07,Récession,Allocation de 1648096.07$ à Environnement en raison du contexte récession.
Entité_3,2023,Recherche,1135591.33,Stable,Allocation de 1135591.33$ à Recherche en raison du contexte stable.
Entité_8,2019,Numérique,1105004.25,Récession,Allocation de 1105004.25$ à Numérique en raison du contexte récession.
Entité_2,2022,Culture,1273454.56,Croissance,Allocation de 1273454.56$ à Culture en raison du contexte croissance.
Entité_1,2020,Santé,4903972.59,Stable,Allocation de 4903972.59$ à Santé en raison du contexte stable.
Entité_9,2022,Transport,2236623.16,Récession,Allocation de 2236623.16$ à Transport en raison du contexte récession.
Entité_10,2021,Sécurité,1955359.07,Stable,Allocation de 1955359.07$ à Sécurité en raison du contexte stable.
Entité_3,2020,Sécurité,1691593.03,Croissance,Allocation de 1691593.03$ à Sécurité en raison du contexte croissance.
Entité_5,2020,Santé,5333679.06,Croissance,Allocation de 5333679.06$ à Santé en raison du contexte croissance.
Entité_2,2020,Culture,1004109.08,Croissance,Allocation de 1004109.08$ à Culture en raison du contexte croissance.
Entité_3,2020,Numérique,1330391.2,Récession,Allocation de 1330391.2$ à Numérique en raison du contexte récession.
Entité_8,2023,Santé,3782076.37,Récession,Allocation de 3782076.37$ à Santé en raison du contexte récession.
Entité_5,2022,Loisirs,728205.35,Stable,Allocation de 728205.35$ à Loisirs en raison du contexte stable.
Entité_3,2019,Sécurité,2436173.74,Stable,Allocation de 2436173.74$ à Sécurité en raison du contexte stable.
Entité_6,2023,Administration,1458287.98,Récession,Allocation de 1458287.98$ à Administration en raison du contexte récession.
Entité_6,2019,Développement économique,2797821.59,Stable,Allocation de 2797821.59$ à Développement économique en raison du contexte stable.
Entité_4,2022,Culture,1039859.46,Croissance,Allocation de 1039859.46$ à Culture en raison du contexte croissance.
Entité_9,2021,Numérique,1268815.16,Croissance,Allocation de 1268815.16$ à Numérique en raison du contexte croissance.
Entité_10,2021,Éducation,3608920.13,Récession,Allocation de 3608920.13$ à Éducation en raison du contexte récession.
Entité_9,2022,Administration,1888626.85,Récession,Allocation de 1888626.85$ à Administration en raison du contexte récession.
Entité_1,2020,Loisirs,885316.09,Croissance,Allocation de 885316.09$ à Loisirs en raison du contexte croissance.
Entité_7,2020,Sécurité,2339854.0,Stable,Allocation de 2339854.0$ à Sécurité en raison du contexte stable.
Entité_3,2020,Santé,3930778.33,Croissance,Allocation de 3930778.33$ à Santé en raison du contexte croissance.
Entité_4,2019,Sécurité,2145727.81,Récession,Allocation de 2145727.81$ à Sécurité en raison du contexte récession.
Entité_5,2022,Administration,2604806.4,Croissance,Allocation de 2604806.4$ à Administration en raison du contexte croissance.
Entité_9,2021,Éducation,3907286.35,Récession,Allocation de 3907286.35$ à Éducation en raison du contexte récession.
Entité_9,2019,Environnement,1176048.25,Récession,Allocation de 1176048.25$ à Environnement en raison du contexte récession.
Entité_7,2023,Développement économique,2711735.66,Récession,Allocation de 2711735.66$ à Développement économique en raison du contexte récession.
Entité_5,2019,Santé,4839262.56,Stable,Allocation de 4839262.56$ à Santé en raison du contexte stable.
Entité_1,2019,Éducation,4828677.84,Stable,Allocation de 4828677.84$ à Éducation en raison du contexte stable.
Entité_4,2019,Recherche,1785327.89,Stable,Allocation de 1785327.89$ à Recherche en raison du contexte stable.
Entité_5,2023,Numérique,1245415.68,Croissance,Allocation de 1245415.68$ à Numérique en raison du contexte croissance.
Entité_3,2020,Sécurité,1601463.33,Stable,Allocation de 1601463.33$ à Sécurité en raison du contexte stable.
Entité_7,2021,Recherche,2153922.35,Récession,Allocation de 2153922.35$ à Recherche en raison du contexte récession.
Entité_8,2020,Culture,770868.29,Croissance,Allocation de 770868.29$ à Culture en raison du contexte croissance.
Entité_10,2021,Environnement,1348651.05,Croissance,Allocation de 1348651.05$ à Environnement en raison du contexte croissance.
Entité_5,2021,Numérique,1351179.57,Stable,Allocation de 1351179.57$ à Numérique en raison du contexte stable.
Entité_5,2021,Sécurité,1184227.4,Stable,Allocation de 1184227.4$ à Sécurité en raison du contexte stable.
Entité_4,2022,Logement,2586980.57,Récession,Allocation de 2586980.57$ à Logement en raison du contexte récession.
Entité_9,2021,Culture,792185.29,Stable,Allocation de 792185.29$ à Culture en raison du contexte stable.
Entité_2,2021,Administration,2006619.76,Stable,Allocation de 2006619.76$ à Administration en raison du contexte stable.
Entité_7,2020,Développement économique,3253561.07,Stable,Allocation de 3253561.07$ à Développement économique en raison du contexte stable.
Entité_2,2023,Santé,7105834.83,Récession,Allocation de 7105834.83$ à Santé en raison du contexte récession.
Entité_6,2022,Logement,2303439.41,Récession,Allocation de 2303439.41$ à Logement en raison du contexte récession.
Entité_1,2019,Sécurité,2737060.55,Récession,Allocation de 2737060.55$ à Sécurité en raison du contexte récession.
Entité_9,2019,Sécurité,2234780.92,Croissance,Allocation de 2234780.92$ à Sécurité en raison du contexte croissance.
Entité_3,2020,Numérique,1007649.85,Croissance,Allocation de 1007649.85$ à Numérique en raison du contexte croissance.
Entité_4,2021,Développement économique,3731567.65,Stable,Allocation de 3731567.65$ à Développement économique en raison du contexte stable.
Entité_1,2023,Numérique,1126941.66,Croissance,Allocation de 1126941.66$ à Numérique en raison du contexte croissance.
Entité_2,2019,Culture,1048431.5,Stable,Allocation de 1048431.5$ à Culture en raison du contexte stable.
Entité_9,2019,Loisirs,685777.44,Croissance,Allocation de 685777.44$ à Loisirs en raison du contexte croissance.
Entité_3,2020,Numérique,1605642.63,Stable,Allocation de 1605642.63$ à Numérique en raison du contexte stable.
Entité_5,2019,Développement économique,4147778.66,Stable,Allocation de 4147778.66$ à Développement économique en raison du contexte stable.
Entité_6,2019,Recherche,1811441.36,Stable,Allocation de 1811441.36$ à Recherche en raison du contexte stable.
Entité_9,2021,Administration,2691645.91,Récession,Allocation de 2691645.91$ à Administration en raison du contexte récession.
Entité_3,2021,Culture,1014855.85,Stable,Allocation de 1014855.85$ à Culture en raison du contexte stable.
Entité_1,2020,Recherche,2195144.99,Croissance,Allocation de 2195144.99$ à Recherche en raison du contexte croissance.
Entité_4,2022,Éducation,4030640.47,Stable,Allocation de 4030640.47$ à Éducation en raison du contexte stable.
Entité_4,2019,Recherche,1941799.53,Récession,Allocation de 1941799.53$ à Recherche en raison du contexte récession.
Entité_2,2020,Développement économique,3442992.85,Récession,Allocation de 3442992.85$ à Développement économique en raison du contexte récession.
Entité_5,2023,Administration,2038120.54,Stable,Allocation de 2038120.54$ à Administration en raison du contexte stable.
Entité_5,2023,Environnement,1551159.56,Récession,Allocation de 1551159.56$ à Environnement en raison du contexte récession.
Entité_6,2021,Culture,866053.63,Croissance,Allocation de 866053.63$ à Culture en raison du contexte croissance.
Entité_6,2023,Développement économique,3219251.93,Croissance,Allocation de 3219251.93$ à Développement économique en raison du contexte croissance.
Entité_10,2022,Développement économique,3348271.49,Croissance,Allocation de 3348271.49$ à Développement économique en raison du contexte croissance.
Entité_6,2023,Environnement,1568913.31,Croissance,Allocation de 1568913.31$ à Environnement en raison du contexte croissance.
Entité_7,2021,Administration,1987768.39,Stable,Allocation de 1987768.39$ à Administration en raison du contexte stable.
Entité_2,2023,Recherche,2222291.71,Récession,Allocation de 2222291.71$ à Recherche en raison du contexte récession.
Entité_6,2022,Développement économique,4092982.82,Croissance,Allocation de 4092982.82$ à Développement économique en raison du contexte croissance.
Entité_5,2020,Numérique,1152881.39,Croissance,Allocation de 1152881.39$ à Numérique en raison du contexte croissance.
Entité_5,2020,Sécurité,2552713.56,Stable,Allocation de 2552713.56$ à Sécurité en raison du contexte stable.
Entité_3,2020,Loisirs,1099683.3,Stable,Allocation de 1099683.3$ à Loisirs en raison du contexte stable.
Entité_5,2022,Développement économique,2069321.59,Récession,Allocation de 2069321.59$ à Développement économique en raison du contexte récession.
Entité_5,2020,Loisirs,949166.41,Récession,Allocation de 949166.41$ à Loisirs en raison du contexte récession.
Entité_9,2022,Administration,1722806.32,Récession,Allocation de 1722806.32$ à Administration en raison du contexte récession.
Entité_6,2022,Administration,2320299.21,Stable,Allocation de 2320299.21$ à Administration en raison du contexte stable.
Entité_7,2021,Administration,2495295.18,Croissance,Allocation de 2495295.18$ à Administration en raison du contexte croissance.
Entité_6,2020,Développement économique,2886105.18,Stable,Allocation de 2886105.18$ à Développement économique en raison du contexte stable.
Entité_6,2023,Culture,629534.58,Croissance,Allocation de 629534.58$ à Culture en raison du contexte croissance.
Entité_6,2020,Numérique,1400504.18,Stable,Allocation de 1400504.18$ à Numérique en raison du contexte stable.
Entité_7,2022,Culture,1027080.5,Croissance,Allocation de 1027080.5$ à Culture en raison du contexte croissance.
Entité_1,2020,Loisirs,533049.8,Stable,Allocation de 533049.8$ à Loisirs en raison du contexte stable.
Entité_6,2023,Recherche,2710643.22,Croissance,Allocation de 2710643.22$ à Recherche en raison du contexte croissance.
Entité_4,2023,Transport,3374651.65,Récession,Allocation de 3374651.65$ à Transport en raison du contexte récession.
